Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
108	AIU96151.1_immunoglobulin_lambda_light_chain_vari	productive	Homsap IGLV3-25*03 F	319 (321)	268 (270)	190	78 (80)	63	15 (17)	5	2	1	17	18 (19)	1	2	10	9	13 (14)	0	0	78	75	53	22	21	1	0	0	0	3	6	0	1	5	2	5	0	0	36	18	11	7	4	3	0	0	0	2	4	0	0	0	1	0	0	0	51	51	42	9	5	4	0	1	0	4	2	0	0	0	1	1	0	0	30	9	6	3	1	2	1	0	0	1	0	0	0	0	1	0	0	0	117	108	76	32	28	4	3	0	1	7	5	1	1	4	4	6	0	0	7 (9)	7 (9)	2	5 (7)	4	1 (3)	1	1	0	0	1 (2)	0	0	1	0	1 (2)	0	0	
109	AIU96150.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-25*03 F	335 (341)	284 (290)	205 (207)	79 (83)	65 (69)	14	8	1	0 (1)	19 (21)	17	2	0	10	8	13 (14)	1	0	78	75	54	21	21	0	0	0	0	3	6	0	0	5	2	5	0	0	36	18	10	8	4	4	2	0	0	2	2	1	0	0	1	0	0	0	51	51	45	6	5	1	1	0	0	4	1	0	0	0	0	0	0	0	30	9	6	3	1	2	1	0	0	1	0	0	0	0	1	0	0	0	117	108	77	31	29	2	3	0	0	7	6	1	0	4	3	7	0	0	23 (29)	23 (29)	13 (15)	10 (14)	5 (9)	5	1	1	0 (1)	2 (4)	2	0	0	1	1	1 (2)	1	0	
110	AIU96149.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-40*01 F	338 (341)	296 (299)	220	76 (79)	68 (71)	8	3	2	0	20 (21)	9	2	0	12 (13)	9	17 (18)	1	1	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	19	8	6	2	0	1	0	3	1	0	0	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	6	3	0	3	0	1	0	1	0	0	0	0	1	0	0	0	117	108	76	32	30	2	1	0	0	10	3	2	0	6	2	8	0	0	26 (29)	26 (29)	21	5 (8)	4 (7)	1	0	0	0	2 (3)	0	0	0	1 (2)	0	1 (2)	1	0	
111	AIU96148.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-40*01 F	335 (341)	293 (299)	213 (214)	80 (85)	67 (70)	13 (15)	5	0	1 (2)	20 (22)	9	3	0	13	10	18	0 (1)	1 (2)	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	19	8	6	2	0	0	0	3	1	0	0	2	1	1	0	0	51	51	40	11	9	2	2	0	1	1	3	0	0	0	0	3	0	1	30	9	6	3	0	3	0	0	0	1	0	0	0	0	2	0	0	0	117	108	73	35	31	4	3	0	0	10	3	3	0	6	2	8	0	0	23 (29)	23 (29)	19 (20)	4 (9)	2 (5)	2 (4)	0	0	0 (1)	2 (4)	0	0	0	1	0	1	0 (1)	0 (1)	
112	AIU96147.1_immunoglobulin_lambda_light_chain_vari	productive	Homsap IGLV1-51*02 F	335 (341)	290 (296)	209 (211)	81 (85)	71 (73)	10 (12)	7	1	0 (1)	19 (20)	13	3	0	12	8	17	0 (1)	1 (2)	78	75	52	23	22	1	1	0	0	4	4	0	0	5	3	6	0	0	36	24	16	8	6	2	0	0	0	4	1	0	0	1	1	1	0	0	51	51	37	14	10	4	2	0	0	1	3	1	0	1	1	4	0	1	30	9	5	4	2	2	2	0	0	2	0	0	0	0	0	0	0	0	117	108	79	29	28	1	2	1	0	7	3	2	0	5	3	6	0	0	23 (29)	23 (29)	20 (22)	3 (7)	3 (5)	0 (2)	0	0	0 (1)	1 (2)	2	0	0	0	0	0	0 (1)	0 (1)	
113	AIU96146.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*01 F, or Homsap IGLV2-14*05 F	335 (339)	293 (297)	200	93 (97)	69 (70)	24 (27)	6	4	2 (3)	27 (28)	7	2	1	15	6	21 (22)	0	2 (3)	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	15	12	2	10	1	3	0	6	0	0	0	1	1	0	0	0	51	51	37	14	9	5	3	0	2	2	1	0	1	1	0	4	0	0	30	9	7	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	117	108	73	35	28	7	2	0	0	10	2	2	0	6	3	8	0	2	23 (27)	23 (27)	16	7 (11)	5 (6)	2 (5)	0	1	0 (1)	1 (2)	2	0	0	1	0	2 (3)	0	0 (1)	
114	AIU96145.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-1*01 F	329 (336)	278 (285)	201 (202)	77 (83)	53	24 (30)	6 (7)	0	1 (3)	21 (22)	10	3	1 (2)	11	10	12 (13)	1	1	78	75	52	23	19	4	0	0	0	4	6	0	0	5	3	5	0	0	36	18	9	9	3	6	2	0	0	4	1	0	1	0	1	0	0	0	51	51	40	11	6	5	0	0	1	3	1	0	0	2	1	2	0	1	30	9	3	6	1	5	2	0	0	1	0	1	0	0	0	1	1	0	117	108	81	27	23	4	2	0	0	9	2	2	0	4	4	4	0	0	17 (24)	17 (24)	16 (17)	1 (7)	1	0 (6)	0 (1)	0	0 (2)	0 (1)	0	0	0 (1)	0	1	0 (1)	0	0	
115	AIU96144.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV3-10*01 F, or Homsap IGLV3-10*03 F	341	290	210	80	65	15	8	1	0	20	14	2	0	11	9	14	0	1	78	75	53	22	22	0	1	0	0	3	6	0	0	5	2	5	0	0	36	18	12	6	6	0	2	0	0	2	2	0	0	0	0	0	0	0	51	51	40	11	6	5	1	0	0	4	1	1	0	1	1	2	0	0	30	9	7	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	117	108	80	28	25	3	4	0	0	8	2	1	0	4	4	5	0	0	29	29	18	11	6	5	0	1	0	3	3	0	0	1	1	1	0	1	
116	AIU96143.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-10*01 F, or Homsap IGLV3-10*03 F	341	290	203	87	62	25	10	2	1	22	14	2	0	10	11	14	1	0	78	75	50	25	21	4	1	0	0	3	6	1	0	5	3	6	0	0	36	18	12	6	6	0	2	0	0	2	2	0	0	0	0	0	0	0	51	51	42	9	8	1	0	0	0	4	1	0	0	1	1	2	0	0	30	9	8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	117	108	75	33	22	11	7	1	1	9	2	1	0	3	4	5	0	0	29	29	16	13	5	8	0	1	0	4	3	0	0	1	2	1	1	0	
117	AIU96142.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-25*03 F	338 (341)	287 (290)	204	83 (86)	66 (69)	17	7	0	0 (1)	21 (22)	18	4	1	10	6	15 (16)	1	0	78	75	50	25	19	6	0	0	0	3	6	2	0	5	2	7	0	0	36	18	13	5	5	0	1	0	0	2	2	0	0	0	0	0	0	0	51	51	44	7	6	1	1	0	0	4	2	0	0	0	0	0	0	0	30	9	5	4	1	3	1	0	0	1	0	0	1	0	0	0	1	0	117	108	75	33	28	5	3	0	0	8	6	2	0	4	4	6	0	0	26 (29)	26 (29)	17	9 (12)	7 (10)	2	1	0	0 (1)	3 (4)	2	0	0	1	0	2 (3)	0	0	
118	AIU96141.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-47*01 F, or Homsap IGLV1-47*03 F	338 (341)	293 (296)	207	86 (89)	73 (76)	13	6	0	0 (1)	23 (24)	10	3	3	13	7	21 (22)	0	0	78	75	52	23	23	0	0	0	0	6	3	0	0	5	3	6	0	0	36	24	15	9	4	5	1	0	0	3	1	0	1	1	0	2	0	0	51	51	38	13	8	5	3	0	0	1	2	0	2	0	1	4	0	0	30	9	6	3	1	2	1	0	0	2	0	0	0	0	0	0	0	0	117	108	74	34	33	1	1	0	0	9	2	3	0	7	3	9	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	2	0	0	0	0	0 (1)	0	0	
119	AIU96140.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-40*01 F	334 (341)	292 (299)	214 (216)	78 (83)	66 (67)	12 (16)	4	1 (2)	0	18 (20)	10	2 (3)	0	13	10 (11)	18	0	2	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	19	8	6	2	0	1	0	2	1	0	0	1	1	1	0	1	51	51	36	15	6	9	3	0	0	1	5	0	0	1	1	3	0	1	30	9	7	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	117	108	77	31	31	0	1	0	0	10	2	2	0	6	2	8	0	0	22 (29)	22 (29)	19 (21)	3 (8)	3 (4)	0 (4)	0	0 (1)	0	1 (3)	0	0 (1)	0	1	0 (1)	1	0	0	
120	AIU96139.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*02 F	329 (341)	278 (290)	209 (211)	69 (79)	50 (53)	19 (26)	7 (9)	3 (4)	0	19 (23)	9	3 (5)	0	7	9	11 (12)	1	0	78	75	55	20	18	2	0	0	0	4	5	1	0	3	4	3	0	0	36	18	9	9	3	6	2	1	0	3	2	0	0	0	1	0	0	0	51	51	46	5	5	0	0	0	0	2	1	0	0	0	0	2	0	0	30	9	5	4	0	4	1	1	0	2	0	0	0	0	0	0	0	0	117	108	80	28	23	5	4	0	0	6	1	2	0	4	4	6	1	0	17 (29)	17 (29)	14 (16)	3 (13)	1 (4)	2 (9)	0 (2)	1 (2)	0	2 (6)	0	0 (2)	0	0	0	0 (1)	0	0	
121	AIU96138.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-10*01 F	341	290	212	78	67	11	11	0	0	21	14	1	0	10	7	13	0	1	78	75	53	22	22	0	1	0	0	3	6	0	0	5	2	5	0	0	36	18	11	7	5	2	3	0	0	2	2	0	0	0	0	0	0	0	51	51	42	9	8	1	1	0	0	4	1	0	0	1	0	2	0	0	30	9	8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	117	108	78	30	24	6	6	0	0	8	3	1	0	3	4	4	0	1	29	29	20	9	8	1	0	0	0	4	2	0	0	1	0	2	0	0	
122	AIU96137.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*02 F	338 (341)	287 (290)	208	79 (82)	49 (52)	30	10	2	1 (2)	25 (26)	9	2	0	8	12	10 (11)	0	0	78	75	51	24	17	7	1	1	0	5	6	0	0	3	5	3	0	0	36	18	9	9	3	6	4	0	0	3	1	0	0	0	1	0	0	0	51	51	43	8	3	5	0	0	0	3	1	0	0	1	1	2	0	0	30	9	6	3	1	2	1	0	0	2	0	0	0	0	0	0	0	0	117	108	81	27	22	5	3	0	1	7	1	2	0	4	4	5	0	0	26 (29)	26 (29)	18	8 (11)	3 (6)	5	1	1	0 (1)	5 (6)	0	0	0	0	1	0 (1)	0	0	
123	AIU96136.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*02 F	332 (341)	281 (290)	217 (218)	64 (72)	53 (56)	11 (16)	7 (8)	0	0 (1)	20 (22)	9	3	0 (1)	7	8	10 (12)	0	0 (1)	78	75	57	18	18	0	0	0	0	4	5	0	0	3	3	3	0	0	36	18	11	7	4	3	2	0	0	3	1	0	0	0	1	0	0	0	51	51	46	5	5	0	0	0	0	2	1	0	0	0	0	2	0	0	30	9	5	4	1	3	2	0	0	2	0	0	0	0	0	0	0	0	117	108	82	26	23	3	2	0	0	6	2	3	0	4	4	5	0	0	20 (29)	20 (29)	16 (17)	4 (12)	2 (5)	2 (7)	1 (2)	0	0 (1)	3 (5)	0	0	0 (1)	0	0	0 (2)	0	0 (1)	
124	AIU96135.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*01 F, or Homsap IGLV2-14*03 F	334 (339)	292 (297)	206	86 (91)	76	10 (15)	5	1	0 (1)	25 (26)	6	2 (3)	0	15	8	20 (21)	1	3 (4)	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	19	8	4	4	1	0	0	4	0	0	0	0	0	0	1	2	51	51	40	11	10	1	3	0	0	2	1	0	0	1	1	3	0	0	30	9	6	3	2	1	0	0	0	1	0	0	0	0	1	1	0	0	117	108	74	34	32	2	1	0	0	10	1	2	0	7	3	9	0	1	22 (27)	22 (27)	15	7 (12)	5	2 (7)	0	1	0 (1)	1 (2)	2	0 (1)	0	1	1	1 (2)	0	0 (1)	
125	AIU96134.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*03 F	338 (341)	287 (290)	215	72 (75)	55 (58)	17	6	1	0 (1)	22 (23)	8	2	1	7	13	10 (11)	1	1	78	75	52	23	16	7	1	0	0	3	5	0	0	3	7	3	0	1	36	18	13	5	5	0	1	0	0	3	1	0	0	0	0	0	0	0	51	51	42	9	5	4	1	0	0	3	1	0	0	0	2	2	0	0	30	9	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	117	108	83	25	24	1	3	0	0	6	1	2	0	4	4	5	0	0	26 (29)	26 (29)	18	8 (11)	3 (6)	5	0	1	0 (1)	5 (6)	0	0	1	0	0	0 (1)	1	0	
126	AIU96133.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*02 F	341	290	223	67	56	11	4	0	0	22	8	3	2	7	8	12	0	1	78	75	54	21	16	5	0	0	0	4	5	1	1	3	3	4	0	0	36	18	13	5	4	1	1	0	0	2	1	0	0	0	0	0	0	1	51	51	45	6	5	1	0	0	0	2	1	0	1	0	0	2	0	0	30	9	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	117	108	82	26	24	2	3	0	0	6	1	2	0	4	4	6	0	0	29	29	22	7	5	2	0	0	0	6	0	0	0	0	1	0	0	0	
127	AIU96132.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-23*02 F	338 (339)	296 (297)	202 (203)	94	76	18	4	3	1	26	7	2	1	15	8	23	0	4	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	19	8	6	2	0	1	0	4	0	0	0	0	1	0	0	2	51	51	37	14	8	6	3	0	1	2	1	0	1	1	1	4	0	0	30	9	6	3	1	2	0	1	0	1	0	0	0	0	0	1	0	0	117	108	73	35	32	3	1	0	0	9	2	2	0	7	4	9	0	1	26 (27)	26 (27)	15 (16)	11	6	5	0	1	0	3	2	0	0	1	0	3	0	1	
128	AIU96131.1_immunoglobulin_lambda_light_chain_vari	productive	Homsap IGLV3-25*03 F	319 (321)	268 (270)	188 (189)	80 (81)	62	18 (19)	7	2	2	18	17 (18)	3	0	10	8	13	0	0	78	75	54	21	21	0	0	0	0	3	6	0	0	5	2	5	0	0	36	18	6	12	2	10	2	1	1	2	2	2	0	0	1	1	0	0	51	51	45	6	6	0	0	0	0	4	2	0	0	0	0	0	0	0	30	9	6	3	1	2	1	0	0	1	0	0	0	0	1	0	0	0	117	108	75	33	28	5	3	0	1	8	6	1	0	4	4	6	0	0	7 (9)	7 (9)	2 (3)	5 (6)	4	1 (2)	1	1	0	0	1 (2)	0	0	1	0	1	0	0	
129	AIU96130.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-25*03 F	335 (341)	284 (290)	205 (207)	79 (83)	65 (69)	14	8	1	0 (1)	19 (21)	17	2	0	10	8	13 (14)	1	0	78	75	54	21	21	0	0	0	0	3	6	0	0	5	2	5	0	0	36	18	10	8	4	4	2	0	0	2	2	1	0	0	1	0	0	0	51	51	45	6	5	1	1	0	0	4	1	0	0	0	0	0	0	0	30	9	6	3	1	2	1	0	0	1	0	0	0	0	1	0	0	0	117	108	77	31	29	2	3	0	0	7	6	1	0	4	3	7	0	0	23 (29)	23 (29)	13 (15)	10 (14)	5 (9)	5	1	1	0 (1)	2 (4)	2	0	0	1	1	1 (2)	1	0	
130	AIU96129.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV3-21*02 F	338	287	214	73	51	22	5	1	0	21	9	2	1	7	11	12	3	1	78	75	54	21	17	4	1	0	0	4	5	0	0	3	4	4	0	0	36	18	12	6	3	3	1	0	0	2	2	0	0	0	0	0	0	1	51	51	43	8	3	5	0	1	0	2	1	0	1	0	0	2	1	0	30	9	5	4	1	3	1	0	0	2	0	0	0	0	1	0	0	0	117	108	82	26	24	2	2	0	0	6	1	2	0	4	4	6	1	0	26	26	18	8	3	5	0	0	0	5	0	0	0	0	2	0	1	0	
131	AIU96128.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV3-25*03 F	338	287	205	82	67	15	7	2	1	20	19	3	0	10	6	14	0	0	78	75	52	23	20	3	0	0	0	3	6	1	0	5	2	6	0	0	36	18	13	5	5	0	1	0	0	2	2	0	0	0	0	0	0	0	51	51	42	9	5	4	1	0	0	4	2	0	0	0	1	1	0	0	30	9	5	4	1	3	1	1	0	1	1	0	0	0	0	0	0	0	117	108	76	32	29	3	3	0	1	7	6	2	0	4	3	6	0	0	26	26	17	9	7	2	1	1	0	3	2	0	0	1	0	1	0	0	
132	AIU96127.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*01 F, or Homsap IGLV2-14*05 F	335 (339)	293 (297)	200	93 (97)	70 (71)	23 (26)	6	4	2 (3)	26 (27)	7	2	1	15	6	21 (22)	0	3 (4)	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	16	11	3	8	1	2	0	5	0	0	0	1	1	0	0	1	51	51	37	14	9	5	3	0	2	2	1	0	1	1	0	4	0	0	30	9	7	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	117	108	73	35	28	7	2	0	0	10	2	2	0	6	3	8	0	2	23 (27)	23 (27)	15	8 (12)	5 (6)	3 (6)	0	2	0 (1)	1 (2)	2	0	0	1	0	2 (3)	0	0 (1)	
133	AIU96126.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV8-61*01 F, or Homsap IGLV8-61*02 F	335 (338)	293 (296)	209 (210)	84 (86)	78 (80)	6	2	1	0	26 (27)	11	3	2	11	7	20 (21)	0	1	78	75	55	20	20	0	0	0	0	5	5	0	0	3	2	5	0	0	36	27	12	15	10	5	0	1	0	4	2	0	1	3	0	4	0	0	51	51	44	7	7	0	0	0	0	1	2	1	0	0	1	2	0	0	30	9	7	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	117	108	71	37	37	0	2	0	0	13	1	2	0	5	4	9	0	1	23 (26)	23 (26)	20 (21)	3 (5)	3 (5)	0	0	0	0	3 (4)	0	0	0	0	0	0 (1)	0	0	
134	AIU96125.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV5-45*01 F, or Homsap IGLV5-45*03 F or Homsap IGLV5-45*04 F	332 (336)	308 (312)	212 (213)	96 (99)	77 (78)	19 (21)	5	4	0	28 (29)	12	2	3	12	6	22 (23)	0	2 (3)	78	75	48	27	24	3	0	1	0	8	4	1	0	4	1	8	0	0	36	27	20	7	2	5	1	1	0	3	0	0	1	0	0	0	0	1	51	51	39	12	5	7	0	1	0	3	2	0	2	0	2	2	0	0	30	21	11	10	7	3	2	1	0	0	2	0	0	2	0	2	0	1	117	114	76	38	38	0	2	0	0	13	3	1	0	6	3	10	0	0	20 (24)	20 (24)	18 (19)	2 (5)	1 (2)	1 (3)	0	0	0	1 (2)	1	0	0	0	0	0 (1)	0	0 (1)	
135	AIU96124.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-10*01 F, or Homsap IGLV3-10*03 F	338 (341)	287 (290)	204 (205)	83 (85)	55 (56)	28 (29)	10 (11)	3	1	22	13	1	1	9	9	12	0	2 (3)	78	75	53	22	19	3	1	1	1	3	6	0	0	4	2	4	0	0	36	18	10	8	5	3	3	0	0	2	2	0	0	1	0	0	0	0	51	51	41	10	4	6	1	0	0	5	1	0	1	0	1	1	0	0	30	9	8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	117	108	74	34	21	13	4	2	0	9	2	1	0	3	5	6	0	2	26 (29)	26 (29)	18 (19)	8 (10)	6 (7)	2 (3)	1 (2)	0	0	3	2	0	0	1	0	1	0	0 (1)	
136	AIU96123.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV10-54*04 F	338 (341)	293 (296)	212	81 (84)	58 (61)	23	8 (9)	2	3 (4)	12 (13)	16	1	3	10	9	14	0	3	78	75	57	18	14	4	1	0	1	3	4	0	0	2	4	3	0	0	36	24	16	8	4	4	2	1	0	1	1	0	2	0	0	0	0	1	51	51	39	12	6	6	2	1	2	1	1	0	0	1	1	2	0	1	30	9	7	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	117	108	73	35	29	6	2	0	0	6	8	1	1	6	4	7	0	0	26 (29)	26 (29)	20	6 (9)	5 (8)	1	0 (1)	0	0 (1)	0 (1)	2	0	0	1	0	2	0	1	
137	AIU96122.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-25*03 F	338 (341)	287 (290)	208	79 (82)	67 (70)	12	5	1	0 (1)	21 (22)	18	2	1	10	6	14 (15)	1	0	78	75	52	23	20	3	0	0	0	3	6	1	0	5	2	6	0	0	36	18	13	5	5	0	1	0	0	2	2	0	0	0	0	0	0	0	51	51	45	6	6	0	0	0	0	4	2	0	0	0	0	0	0	0	30	9	5	4	1	3	1	0	0	1	0	0	1	0	0	0	1	0	117	108	77	31	28	3	2	0	0	8	6	1	0	4	4	6	0	0	26 (29)	26 (29)	16	10 (13)	7 (10)	3	1	1	0 (1)	3 (4)	2	0	0	1	0	2 (3)	0	0	
138	AIU96121.1_immunoglobulin_lambda_light_chain_vari	unproductive	Homsap IGLV3-21*01 F	338 (341)	287 (290)	208	79 (82)	47 (49)	32 (33)	10	7	0 (1)	20	9	2 (3)	1	9	8	11	0	2 (3)	78	75	51	24	15	9	3	2	0	4	5	0	0	4	2	4	0	0	36	18	9	9	1	8	3	2	0	2	1	0	0	0	0	0	0	1	51	51	41	10	4	6	1	1	0	2	2	0	1	0	0	2	0	1	30	9	4	5	1	4	1	1	0	2	0	0	0	1	0	0	0	0	117	108	83	25	24	1	2	0	0	6	1	2	0	4	5	5	0	0	26 (29)	26 (29)	20	6 (9)	2 (4)	4 (5)	0	1	0 (1)	4	0	0 (1)	0	0	1	0	0	0 (1)	
139	AIU96120.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*01 F, or Homsap IGLV2-14*03 F	334 (339)	292 (297)	200	92 (97)	75	17 (22)	8	5	0 (1)	27 (28)	6	2 (3)	0	15	8	20 (21)	0	1 (2)	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	18	9	4	5	1	2	0	6	0	0	0	0	0	0	0	0	51	51	40	11	10	1	3	0	0	2	1	0	0	1	1	3	0	0	30	9	4	5	1	4	2	0	0	1	0	0	0	0	1	1	0	0	117	108	74	34	32	2	1	0	0	10	1	2	0	7	3	9	0	1	22 (27)	22 (27)	12	10 (15)	5	5 (10)	1	3	0 (1)	1 (2)	2	0 (1)	0	1	1	1 (2)	0	0 (1)	
