Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
122	6MTME_Chain_E,_EM2_TCR_beta_chain	No results	
123	6MTMD_Chain_D,_EM2_TCR_alpha_chain	No results	
124	6MTMB_Chain_B,_Beta-2-microglobulin	No results	
125	6MTMA_Chain_A,_HLA_class_I_histocompatibility_ant	No results	
126	6MTLB_Chain_B,_Beta-2-microglobulin	No results	
127	6MTLA_Chain_A,_MHC_class_I_antigen	No results	
128	6MT6C_Chain_C,_Beta-2-microglobulin	No results	
129	6MT6A_Chain_A,_HLA_class_I_histocompatibility_ant	No results	
130	6MT5B_Chain_B,_Beta-2-microglobulin	No results	
131	6MT5A_Chain_A,_HLA_class_I_histocompatibility_ant	No results	
132	6MT4B_Chain_B,_Beta-2-microglobulin	No results	
133	6MT4A_Chain_A,_HLA_class_I_histocompatibility_ant	No results	
134	6MT3C_Chain_C,_Beta-2-microglobulin	No results	
135	6MT3A_Chain_A,_HLA_class_I_histocompatibility_ant	No results	
136	5Y2ML_Chain_L,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	222 (223)	60 (67)	56 (60)	4 (7)	6	1	0 (2)	23 (24)	7 (8)	0 (1)	0	7 (8)	4	10 (11)	0	2	78	78	55	23	21	2	2	0	0	6	3	0	0	5	2	5	0	0	36	21	19	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	4	5	3	2	0	1	0	0	1	0	0	1	0	1	0	1	117	108	88	20	20	0	2	0	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	13 (14)	2 (9)	2 (6)	0 (3)	0	0	0 (2)	2 (3)	0 (1)	0 (1)	0	0 (1)	0	0 (1)	0	0	
137	5Y2MK_Chain_K,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGHV3-30-3*01 F	320	296	221	75	52	23	10	0	0	18	10	3	3	9	9	11	0	2	78	75	53	22	18	4	2	0	0	4	1	1	0	4	4	6	0	0	36	24	16	8	4	4	1	0	0	3	1	0	0	1	1	0	0	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	12	12	3	9	2	0	0	3	4	0	2	1	0	0	0	0	117	114	91	23	17	6	4	0	0	7	2	1	1	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
138	5Y2MJ_Chain_J,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	222 (223)	60 (67)	56 (60)	4 (7)	6	1	0 (2)	23 (24)	7 (8)	0 (1)	0	7 (8)	4	10 (11)	0	2	78	78	55	23	21	2	2	0	0	6	3	0	0	5	2	5	0	0	36	21	19	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	4	5	3	2	0	1	0	0	1	0	0	1	0	1	0	1	117	108	88	20	20	0	2	0	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	13 (14)	2 (9)	2 (6)	0 (3)	0	0	0 (2)	2 (3)	0 (1)	0 (1)	0	0 (1)	0	0 (1)	0	0	
139	5Y2MI_Chain_I,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGHV3-30-3*01 F	320	296	221	75	52	23	10	0	0	18	10	3	3	9	9	11	0	2	78	75	53	22	18	4	2	0	0	4	1	1	0	4	4	6	0	0	36	24	16	8	4	4	1	0	0	3	1	0	0	1	1	0	0	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	12	12	3	9	2	0	0	3	4	0	2	1	0	0	0	0	117	114	91	23	17	6	4	0	0	7	2	1	1	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
140	5Y2LJ_Chain_J,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	222 (223)	60 (67)	56 (60)	4 (7)	6	1	0 (2)	23 (24)	7 (8)	0 (1)	0	7 (8)	4	10 (11)	0	2	78	78	55	23	21	2	2	0	0	6	3	0	0	5	2	5	0	0	36	21	19	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	4	5	3	2	0	1	0	0	1	0	0	1	0	1	0	1	117	108	88	20	20	0	2	0	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	13 (14)	2 (9)	2 (6)	0 (3)	0	0	0 (2)	2 (3)	0 (1)	0 (1)	0	0 (1)	0	0 (1)	0	0	
141	5Y2LI_Chain_I,_a_group_2_HA_binding_antibody_AF4H	productive	Homsap IGHV3-30-3*01 F	320	296	221	75	52	23	10	0	0	18	10	3	3	9	9	11	0	2	78	75	53	22	18	4	2	0	0	4	1	1	0	4	4	6	0	0	36	24	16	8	4	4	1	0	0	3	1	0	0	1	1	0	0	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	12	12	3	9	2	0	0	3	4	0	2	1	0	0	0	0	117	114	91	23	17	6	4	0	0	7	2	1	1	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
142	6IUVC_Chain_C,_3C11_Heavy_Chain	productive	Homsap IGHV5-10-1*03 F	317 (318)	293 (294)	228	65 (66)	46 (47)	19	4 (5)	3	0	15	6	2	0	10	9	13	1	2	78	75	52	23	15	8	3	1	0	3	2	1	0	4	3	4	1	1	36	24	17	7	2	5	0	2	0	1	2	0	0	1	1	0	0	0	51	51	46	5	4	1	0	0	0	0	1	1	0	0	2	1	0	0	30	24	15	9	7	2	0	0	0	6	0	0	0	1	0	1	0	1	117	114	94	20	17	3	1	0	0	5	1	0	0	4	2	7	0	0	5 (6)	5 (6)	4	1 (2)	1 (2)	0	0 (1)	0	0	0	0	0	0	0	1	0	0	0	
143	6IUVD_Chain_D,_3C11_Light_Chain	productive	Homsap IGKV2-28*01 F, or Homsap IGKV2D-28*01 F	332 (335)	299 (302)	223	76 (79)	68 (71)	8	6	0	0	28 (29)	11	1 (2)	0	9	5	13 (14)	0	3	78	78	55	23	19	4	0	0	0	6	3	0	0	5	2	6	0	1	36	33	26	7	5	2	1	0	0	4	1	0	0	0	0	1	0	0	51	51	41	10	10	0	0	0	0	4	2	0	0	1	1	2	0	0	30	9	4	5	5	0	0	0	0	3	0	0	0	1	0	1	0	0	117	108	82	26	24	2	2	0	0	9	5	1	0	2	2	3	0	2	20 (23)	20 (23)	15	5 (8)	5 (8)	0	3	0	0	2 (3)	0	0 (1)	0	0	0	0 (1)	0	0	
144	6IUVH_Chain_H,_3C11_Heavy_Chain	productive	Homsap IGHV5-10-1*03 F	317 (318)	293 (294)	228	65 (66)	46 (47)	19	4 (5)	3	0	15	6	2	0	10	9	13	1	2	78	75	52	23	15	8	3	1	0	3	2	1	0	4	3	4	1	1	36	24	17	7	2	5	0	2	0	1	2	0	0	1	1	0	0	0	51	51	46	5	4	1	0	0	0	0	1	1	0	0	2	1	0	0	30	24	15	9	7	2	0	0	0	6	0	0	0	1	0	1	0	1	117	114	94	20	17	3	1	0	0	5	1	0	0	4	2	7	0	0	5 (6)	5 (6)	4	1 (2)	1 (2)	0	0 (1)	0	0	0	0	0	0	0	1	0	0	0	
145	6IUVL_Chain_L,_3C11_Light_Chain	productive	Homsap IGKV2-28*01 F, or Homsap IGKV2D-28*01 F	332 (335)	299 (302)	223	76 (79)	68 (71)	8	6	0	0	28 (29)	11	1 (2)	0	9	5	13 (14)	0	3	78	78	55	23	19	4	0	0	0	6	3	0	0	5	2	6	0	1	36	33	26	7	5	2	1	0	0	4	1	0	0	0	0	1	0	0	51	51	41	10	10	0	0	0	0	4	2	0	0	1	1	2	0	0	30	9	4	5	5	0	0	0	0	3	0	0	0	1	0	1	0	0	117	108	82	26	24	2	2	0	0	9	5	1	0	2	2	3	0	2	20 (23)	20 (23)	15	5 (8)	5 (8)	0	3	0	0	2 (3)	0	0 (1)	0	0	0	0 (1)	0	0	
146	6IUTL_Chain_L,_AVFluIgG01_Light_Chain	productive	Homsap IGLV2-14*01 F, or Homsap IGLV2-14*05 F	335 (339)	290 (294)	204	86 (90)	71 (72)	15 (18)	2	3	1 (2)	26 (27)	8	2	0	15	6	20 (21)	0	3 (4)	78	72	48	24	20	4	0	0	1	7	2	0	0	5	2	6	0	1	36	27	20	7	5	2	0	1	0	5	0	0	0	0	0	0	0	1	51	51	40	11	9	2	2	0	0	2	3	0	0	1	0	3	0	0	30	9	5	4	1	3	0	1	0	1	0	0	0	0	1	1	0	0	117	108	74	34	31	3	0	0	0	10	1	2	0	8	3	9	0	1	23 (27)	23 (27)	17	6 (10)	5 (6)	1 (4)	0	1	0 (1)	1 (2)	2	0	0	1	0	1 (2)	0	0 (1)	
147	6IUTH_Chain_H,_AVFluIgG01_Heavy_Chain	productive	Homsap IGHV4-4*08 F, or Homsap IGHV4-4*09 (F) or Homsap IGHV4-59*08 F or Homsap IGHV4-59*12 (F)	317 (320)	287 (290)	222 (223)	65 (67)	54 (56)	11	3 (5)	1	0	14	8	3	1	10	9	16	0	0	78	72	55	17	17	0	0	0	0	3	2	0	0	4	2	6	0	0	36	24	18	6	4	2	0	1	0	3	0	0	0	1	0	1	0	0	51	51	44	7	7	0	0	0	0	2	2	1	0	0	2	0	0	0	30	21	13	8	2	6	1	0	0	2	1	1	1	0	1	1	0	0	117	114	88	26	23	3	2	0	0	4	3	1	0	5	3	8	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
148	6D0UI_Chain_I,_Antibody_C05,_light_chain	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
149	6D0UH_Chain_H,_Antibody_C05_V110P/A117E_mutant,_h	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	293 (296)	202 (203)	91 (93)	53 (55)	38	12 (13)	6	4	20	7	2	1	10	10 (11)	16	0	3	78	75	49	26	19	7	3	1	1	6	1	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
150	6D0UL_Chain_L,_Antibody_C05,_light_chain	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
151	6D0UK_Chain_K,_Antibody_C05_V110P/A117E_mutant,_h	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	293 (296)	202 (203)	91 (93)	53 (55)	38	12 (13)	6	4	20	7	2	1	10	10 (11)	16	0	3	78	75	49	26	19	7	3	1	1	6	1	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
152	6D0UD_Chain_D,_Antibody_C05,_light_chain	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
153	6D0UC_Chain_C,_Antibody_C05_V110P/A117E_mutant,_h	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	293 (296)	202 (203)	91 (93)	53 (55)	38	12 (13)	6	4	20	7	2	1	10	10 (11)	16	0	3	78	75	49	26	19	7	3	1	1	6	1	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
154	6D0UF_Chain_F,_Antibody_C05,_light_chain	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
155	6D0UE_Chain_E,_Antibody_C05_V110P/A117E_mutant,_h	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	293 (296)	202 (203)	91 (93)	53 (55)	38	12 (13)	6	4	20	7	2	1	10	10 (11)	16	0	3	78	75	49	26	19	7	3	1	1	6	1	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
156	6II9Q_Chain_Q,_Light_chain_of_L3A-44_Fab	productive	Homsap IGLV1-40*01 F, or Homsap IGLV1-40*02 F	338 (341)	290 (293)	216	74 (77)	65 (68)	9	4	0	0 (1)	20 (21)	8	2	3	11	9	16	0	1 (2)	78	69	51	18	16	2	0	0	0	3	2	0	0	3	6	4	0	0	36	27	19	8	6	2	0	0	0	3	1	0	1	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	74	34	29	5	2	0	0	10	2	2	2	6	2	8	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	0	0	0	1	0	1	0	0 (1)	
157	6II9P_Chain_P,_Heavy_chain_of_L3A-44_Fab	productive	Homsap IGHV4-34*07 F	311	281	222	59	55	4	5	0	0	13	6	2	0	8	11	14	0	0	78	72	56	16	14	2	1	0	0	4	2	0	0	2	2	5	0	0	36	24	18	6	6	0	0	0	0	3	0	0	0	1	1	1	0	0	51	51	43	8	8	0	1	0	0	1	1	1	0	0	3	1	0	0	30	21	17	4	3	1	1	0	0	2	1	0	0	0	0	0	0	0	116	113	88	25	24	1	2	0	0	3	2	1	0	5	5	7	0	0																			
158	6II9N_Chain_N,_Light_chain_of_L3A-44_Fab	productive	Homsap IGLV1-40*01 F, or Homsap IGLV1-40*02 F	338 (341)	290 (293)	216	74 (77)	65 (68)	9	4	0	0 (1)	20 (21)	8	2	3	11	9	16	0	1 (2)	78	69	51	18	16	2	0	0	0	3	2	0	0	3	6	4	0	0	36	27	19	8	6	2	0	0	0	3	1	0	1	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	74	34	29	5	2	0	0	10	2	2	2	6	2	8	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	0	0	0	1	0	1	0	0 (1)	
159	6II9M_Chain_M,_Heavy_chain_of_L3A-44_Fab	productive	Homsap IGHV4-34*07 F	311	281	222	59	55	4	5	0	0	13	6	2	0	8	11	14	0	0	78	72	56	16	14	2	1	0	0	4	2	0	0	2	2	5	0	0	36	24	18	6	6	0	0	0	0	3	0	0	0	1	1	1	0	0	51	51	43	8	8	0	1	0	0	1	1	1	0	0	3	1	0	0	30	21	17	4	3	1	1	0	0	2	1	0	0	0	0	0	0	0	116	113	88	25	24	1	2	0	0	3	2	1	0	5	5	7	0	0																			
160	6II9L_Chain_L,_Light_chain_of_L3A-44_Fab	productive	Homsap IGLV1-40*01 F, or Homsap IGLV1-40*02 F	338 (341)	290 (293)	216	74 (77)	65 (68)	9	4	0	0 (1)	20 (21)	8	2	3	11	9	16	0	1 (2)	78	69	51	18	16	2	0	0	0	3	2	0	0	3	6	4	0	0	36	27	19	8	6	2	0	0	0	3	1	0	1	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	74	34	29	5	2	0	0	10	2	2	2	6	2	8	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	0	0	0	1	0	1	0	0 (1)	
161	6II9H_Chain_H,_Heavy_chain_of_L3A-44_Fab	productive	Homsap IGHV4-34*07 F	311	281	222	59	55	4	5	0	0	13	6	2	0	8	11	14	0	0	78	72	56	16	14	2	1	0	0	4	2	0	0	2	2	5	0	0	36	24	18	6	6	0	0	0	0	3	0	0	0	1	1	1	0	0	51	51	43	8	8	0	1	0	0	1	1	1	0	0	3	1	0	0	30	21	17	4	3	1	1	0	0	2	1	0	0	0	0	0	0	0	116	113	88	25	24	1	2	0	0	3	2	1	0	5	5	7	0	0																			
162	6II8L_Chain_L,_Light_chain_of_L4B-18_Fab	productive	Homsap IGLV6-57*01 F, or Homsap IGLV6-57*02 F or Homsap IGLV6-57*03 F	332 (335)	293 (296)	224	69 (72)	69 (72)	0	3	0	0	24 (25)	1	3	0 (1)	14	6	18 (19)	0	0	78	75	55	20	20	0	1	0	0	5	0	1	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	43	8	8	0	0	0	0	3	0	1	0	1	1	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	82	32	32	0	2	0	0	9	1	1	0	8	1	10	0	0	20 (23)	20 (23)	15	5 (8)	5 (8)	0	0	0	0	3 (4)	0	0	0 (1)	1	0	1 (2)	0	0	
163	6II8I_Chain_I,_Light_chain_of_L4B-18_Fab	productive	Homsap IGLV6-57*01 F, or Homsap IGLV6-57*02 F or Homsap IGLV6-57*03 F	332 (335)	293 (296)	224	69 (72)	69 (72)	0	3	0	0	24 (25)	1	3	0 (1)	14	6	18 (19)	0	0	78	75	55	20	20	0	1	0	0	5	0	1	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	43	8	8	0	0	0	0	3	0	1	0	1	1	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	82	32	32	0	2	0	0	9	1	1	0	8	1	10	0	0	20 (23)	20 (23)	15	5 (8)	5 (8)	0	0	0	0	3 (4)	0	0	0 (1)	1	0	1 (2)	0	0	
164	6II8H_Chain_H,_Heavy_chain_of_L4B-18_Fab	productive	Homsap IGHV3-23*04 F	320	296	233	63	63	0	7	0	0	19	7	2	0	8	8	12	0	0	78	75	54	21	21	0	2	0	0	5	2	0	0	4	3	5	0	0	36	24	21	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	51	51	39	12	12	0	0	0	0	2	2	1	0	1	2	4	0	0	30	24	17	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	117	114	96	18	18	0	4	0	0	4	1	1	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
165	6II8G_Chain_G,_Heavy_chain_of_L4B-18_Fab	productive	Homsap IGHV3-23*04 F	320	296	233	63	63	0	7	0	0	19	7	2	0	8	8	12	0	0	78	75	54	21	21	0	2	0	0	5	2	0	0	4	3	5	0	0	36	24	21	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	51	51	39	12	12	0	0	0	0	2	2	1	0	1	2	4	0	0	30	24	17	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	117	114	96	18	18	0	4	0	0	4	1	1	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
166	6II8K_Chain_K,_Light_chain_of_L4B-18_Fab	productive	Homsap IGLV6-57*01 F, or Homsap IGLV6-57*02 F or Homsap IGLV6-57*03 F	332 (335)	293 (296)	224	69 (72)	69 (72)	0	3	0	0	24 (25)	1	3	0 (1)	14	6	18 (19)	0	0	78	75	55	20	20	0	1	0	0	5	0	1	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	43	8	8	0	0	0	0	3	0	1	0	1	1	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	82	32	32	0	2	0	0	9	1	1	0	8	1	10	0	0	20 (23)	20 (23)	15	5 (8)	5 (8)	0	0	0	0	3 (4)	0	0	0 (1)	1	0	1 (2)	0	0	
167	6II8J_Chain_J,_Heavy_chain_of_L4B-18_Fab	productive	Homsap IGHV3-23*04 F	320	296	233	63	63	0	7	0	0	19	7	2	0	8	8	12	0	0	78	75	54	21	21	0	2	0	0	5	2	0	0	4	3	5	0	0	36	24	21	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	51	51	39	12	12	0	0	0	0	2	2	1	0	1	2	4	0	0	30	24	17	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	117	114	96	18	18	0	4	0	0	4	1	1	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
