Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
104	AIN40429.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*03 F	320	296	215	81	53	28	10	1	1	16	8	3	2	8	15	15	1	1	78	75	53	22	19	3	2	0	1	4	1	0	0	4	4	6	0	0	36	24	17	7	3	4	0	0	0	2	1	1	0	0	2	1	0	0	51	51	42	9	8	1	1	0	0	1	2	1	0	0	1	2	0	1	30	24	13	11	5	6	2	0	0	4	2	0	1	1	1	0	0	0	117	114	84	30	16	14	4	1	0	5	2	1	1	3	6	6	1	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
105	AIN40428.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	219 (220)	71 (76)	51 (54)	20 (22)	7 (9)	4 (5)	2	15	9 (10)	1	0	8	10 (11)	14	0	1	78	75	53	22	18	4	2	1	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	2	1	0	0	1	0	2	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	91	23	18	5	3	1	1	4	3	0	0	2	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
106	AIN40427.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	226 (227)	67 (69)	51 (53)	16	7 (9)	3	1	15	7	1	0	7	11	14	0	1	78	75	55	20	19	1	1	0	0	5	0	0	0	5	3	6	0	0	36	24	20	4	3	1	0	1	0	2	1	0	0	0	0	0	0	0	51	51	41	10	9	1	2	0	0	1	2	1	0	0	3	0	0	1	30	24	15	9	3	6	0	1	0	3	2	0	0	0	0	3	0	0	117	114	91	23	16	7	4	1	1	4	2	0	0	2	4	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
107	AIN40426.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-48*02 F, or Homsap IGHV3-48*04 F	320	296	227	69	63	6	9	1	0	20	8	2	1	9	7	11	0	1	78	75	54	21	21	0	2	0	0	5	2	0	0	4	3	5	0	0	36	24	18	6	2	4	1	1	0	2	1	0	1	0	0	0	0	0	51	51	40	11	11	0	0	0	0	1	2	1	0	1	2	3	0	1	30	24	17	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	117	114	92	22	20	2	5	0	0	6	2	1	0	4	1	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
108	AIN40425.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	220 (221)	73 (75)	51 (53)	22	6 (8)	3	2	16	9	1	1	8	11	15	0	1	78	75	55	20	19	1	1	0	0	5	0	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	1	2	2	0	0	1	0	1	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	14	10	3	7	0	1	0	4	3	0	0	0	0	2	0	0	117	114	89	25	17	8	3	1	1	4	2	0	1	2	5	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
109	AIN40424.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	219 (220)	71 (76)	51 (54)	20 (22)	9 (11)	2 (4)	0	15	9	1	1	7	13 (14)	12	1	1	78	75	54	21	19	2	1	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	3	0	0	1	30	24	15	9	3	6	2	0	0	3	2	0	0	0	1	1	0	0	117	114	91	23	17	6	3	2	0	4	2	0	1	2	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
110	AIN40423.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-46*01 F, or Homsap IGHV1-46*03 F	320	296	237	59	50	9	6	1	2	13	9	1	0	6	11	8	0	2	78	75	56	19	17	2	0	0	0	4	3	0	0	4	3	4	0	1	36	24	19	5	1	4	1	1	1	1	0	0	0	0	1	0	0	0	51	51	41	10	9	1	2	0	0	1	3	1	0	0	2	0	0	1	30	24	19	5	5	0	0	0	0	4	1	0	0	0	0	0	0	0	117	114	96	18	16	2	2	0	1	3	2	0	0	2	4	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
111	AIN40422.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	235 (236)	58 (60)	46 (48)	12	4 (6)	1	1	15	9	2	1	6	9	9	0	1	78	75	56	19	17	2	1	1	0	5	1	0	0	4	2	5	0	0	36	24	20	4	2	2	0	0	0	1	1	1	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	1	3	1	0	0	2	0	0	1	30	24	19	5	4	1	0	0	0	3	2	0	0	0	0	0	0	0	117	114	95	19	15	4	1	0	0	5	2	0	1	2	5	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (2)	0	1	0	0	0	0	0	0	0	0	0	
112	AIN40421.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*03 F	320	296	218	78	53	25	9	1	1	15	9	2	3	8	16	11	0	3	78	75	49	26	19	7	0	0	0	4	3	0	0	4	8	6	0	1	36	24	20	4	3	1	0	0	0	2	1	0	0	0	1	0	0	0	51	51	41	10	7	3	0	0	1	0	2	1	0	0	2	2	0	2	30	24	11	13	4	9	2	1	0	4	2	0	2	1	1	0	0	0	117	114	91	23	18	5	6	0	0	5	1	1	1	3	3	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
113	AIN40420.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	226 (227)	67 (69)	49 (51)	18	4 (6)	7	0	14	9	1	0	7	10	12	1	2	78	75	55	20	18	2	0	1	0	5	0	0	0	5	3	6	0	0	36	24	18	6	3	3	0	1	0	2	1	0	0	0	0	1	1	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	13	11	2	9	0	3	0	2	3	0	0	0	0	2	0	1	117	114	94	20	16	4	2	2	0	4	3	0	0	2	4	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
114	AIN40419.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	216	77 (80)	51 (54)	26	5 (6)	5 (6)	2	15	12 (13)	1	1	7	12	16	0	1	78	75	54	21	19	2	1	0	0	5	1	0	0	5	3	6	0	0	36	24	16	8	3	5	0	3	1	2	1	0	0	0	0	1	0	0	51	51	39	12	9	3	2	0	0	1	3	1	1	0	2	1	0	1	30	24	14	10	4	6	1	1	0	3	3	0	0	0	0	2	0	0	117	114	89	25	15	10	1	1	1	4	4	0	0	2	6	6	0	0	5 (8)	5 (8)	4	1 (4)	1 (4)	0	0 (1)	0 (1)	0	0	0 (1)	0	0	0	1	0	0	0	
115	AIN40418.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-8*02 F	317 (320)	293 (296)	236 (237)	57 (59)	44 (46)	13	6 (7)	2 (3)	2	17	8	1	0	6	5	10	0	0	78	75	58	17	17	0	0	0	0	5	1	0	0	4	2	5	0	0	36	24	19	5	3	2	0	1	1	2	1	0	0	0	0	0	0	0	51	51	40	11	6	5	3	0	0	3	2	1	0	0	1	1	0	0	30	24	19	5	4	1	0	0	0	3	1	0	0	0	0	1	0	0	117	114	96	18	14	4	3	1	0	4	3	0	0	2	2	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (1)	0 (1)	1	0	0	0	0	0	0	0	0	0	
116	AIN40417.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	219 (220)	71 (76)	51 (54)	20 (22)	7 (9)	4 (5)	2	15	9 (10)	1	0	8	10 (11)	14	0	1	78	75	53	22	18	4	2	1	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	2	1	0	0	1	0	2	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	91	23	18	5	3	1	1	4	3	0	0	2	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
117	AIN40416.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	320	296	223	73	53	20	7	5	1	16	9	1	2	7	12	11	0	2	78	75	55	20	19	1	1	0	0	5	0	0	0	5	3	6	0	0	36	24	16	8	2	6	0	2	0	2	2	0	0	0	1	0	0	1	51	51	40	11	8	3	2	2	0	1	2	1	1	0	1	0	0	1	30	24	16	8	4	4	0	0	0	4	2	0	1	0	1	0	0	0	117	114	90	24	18	6	3	1	1	4	3	0	0	2	5	5	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
118	AIN40415.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-21*04 F	320	296	220	76	54	22	11	0	1	14	9	3	0	8	12	16	0	2	78	75	56	19	17	2	1	0	0	4	2	1	0	3	3	5	0	0	36	24	19	5	3	2	0	0	0	2	1	0	0	0	2	0	0	0	51	51	37	14	13	1	1	0	0	1	2	1	0	2	2	5	0	0	30	24	14	10	2	8	3	0	0	4	0	0	0	0	1	0	0	2	117	114	88	26	17	9	5	0	1	3	4	1	0	3	3	6	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
119	AIN40414.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	225 (226)	65 (70)	52 (55)	13 (15)	5 (6)	2 (3)	1	15	8 (9)	2	1	9	9 (11)	12	0	1	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	18	6	3	3	0	1	1	2	1	0	0	0	0	1	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	14	10	3	7	0	1	0	3	3	0	0	1	0	2	0	0	117	114	93	21	18	3	3	0	0	4	2	1	1	3	4	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (1)	0 (1)	0	0	0 (1)	0	0	0	0 (2)	0	0	0	
120	AIN40413.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	223 (224)	70 (72)	44 (46)	26	3 (4)	6	0	16	10	1	2 (3)	6	14	11	0	1	78	75	57	18	17	1	0	0	0	5	1	0	0	4	3	5	0	0	36	24	20	4	2	2	0	1	0	1	1	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	1	2	1	0	0	3	0	0	1	30	24	17	7	3	4	0	2	0	3	2	0	0	0	0	0	0	0	117	114	84	30	13	17	1	3	0	6	4	0	2	2	7	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
121	AIN40412.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-30-4*08 (F)	317 (319)	296 (298)	235	61 (63)	55 (57)	6	3 (4)	1	0	17	7	2	0	10	8 (9)	13	0	0	78	75	58	17	17	0	0	0	0	3	3	0	0	4	1	6	0	0	36	30	25	5	4	1	0	0	0	5	0	0	0	0	0	0	0	0	51	51	43	8	6	2	1	0	0	1	1	1	0	1	2	1	0	0	30	21	17	4	3	1	0	0	0	2	0	0	0	0	2	0	0	0	117	114	87	27	25	2	2	1	0	6	3	1	0	5	3	6	0	0	5 (7)	5 (7)	5	0 (2)	0 (2)	0	0 (1)	0	0	0	0	0	0	0	0 (1)	0	0	0	
122	AIN40411.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	218 (219)	72 (77)	53 (56)	19 (21)	10 (12)	2 (4)	0	15	9	1	1	7	13 (14)	12	1	1	78	75	53	22	19	3	2	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	3	0	0	1	30	24	14	10	4	6	2	0	0	3	2	0	0	0	1	2	0	0	117	114	92	22	18	4	3	2	0	4	2	0	1	2	5	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
123	AIN40410.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	223 (224)	70 (72)	49 (51)	21	8 (10)	4	1	15	7	1	0	7	11	15	0	1	78	75	53	22	17	5	1	2	0	5	0	0	0	5	3	6	0	0	36	24	20	4	3	1	0	1	0	2	1	0	0	0	0	0	0	0	51	51	41	10	9	1	2	0	0	1	2	1	0	0	3	0	0	1	30	24	13	11	3	8	1	1	0	3	2	0	0	0	0	4	0	0	117	114	92	22	16	6	4	0	1	4	2	0	0	2	4	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
124	AIN40409.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-59*12 (F)	320	293	216	77	55	22	6	3	1	14	7	2	0	11	12	20	0	1	78	75	56	19	17	2	1	0	0	3	2	0	0	4	2	7	0	0	36	24	16	8	4	4	0	0	0	3	0	0	0	1	2	1	0	1	51	51	44	7	7	0	0	0	0	2	2	1	0	0	2	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	1	0	0	117	114	79	35	24	11	4	2	1	4	3	1	0	6	3	11	0	0	8	8	5	3	1	2	1	1	0	0	0	0	0	0	1	0	0	0	
125	AIN40408.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*03 F	320	296	219	77	51	26	10	4	1	16	8	2	4	8	9	14	0	1	78	75	53	22	19	3	1	1	0	4	2	0	0	4	4	6	0	0	36	24	19	5	2	3	0	1	0	2	1	0	1	0	0	0	0	0	51	51	42	9	7	2	0	1	0	1	2	1	0	0	1	2	0	1	30	24	12	12	4	8	1	1	0	4	2	0	2	1	1	0	0	0	117	114	87	27	17	10	7	0	1	5	1	1	1	3	2	6	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
126	AIN40407.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-74*01 F, or Homsap IGHV3-74*03 F	320	296	222	74	57	17	11	0	3	15	7	3	0	7	12	12	1	3	78	75	54	21	21	0	2	0	0	4	2	0	0	4	3	5	0	1	36	24	21	3	2	1	0	0	0	1	1	0	0	0	1	0	0	0	51	51	36	15	13	2	1	0	1	0	2	2	0	1	2	4	0	2	30	24	11	13	3	10	1	0	1	5	2	0	0	0	3	0	1	0	117	114	95	19	17	2	5	0	0	5	0	1	0	2	3	3	0	0	8	8	5	3	1	2	2	0	1	0	0	0	0	0	0	0	0	0	
127	AIN40406.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-39*03 F	311	290	214	76	52	24	6	0	0	15	6	2	1	12	15	18	0	1	78	75	57	18	17	1	0	0	0	3	2	0	0	4	2	7	0	0	36	30	22	8	4	4	1	0	0	3	0	0	0	1	1	1	0	1	51	51	40	11	8	3	0	0	0	2	1	1	0	0	5	2	0	0	30	21	12	9	1	8	1	0	0	4	0	0	0	1	2	1	0	0	116	113	83	30	22	8	4	0	0	3	3	1	1	6	5	7	0	0																			
128	AIN40405.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-3*05 F	320	296	228	68	54	14	5	1	2	17	10	1	0	7	10	11	0	4	78	75	54	21	18	3	0	0	0	5	2	0	0	4	3	5	0	2	36	24	18	6	4	2	0	0	1	3	1	0	0	0	0	1	0	0	51	51	42	9	7	2	1	0	0	1	2	1	0	0	2	1	0	1	30	24	19	5	3	2	0	0	1	2	1	0	0	0	0	0	0	1	117	114	89	25	20	5	3	1	0	6	4	0	0	3	4	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
129	AIN40404.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	220 (221)	70 (75)	53 (56)	17 (19)	8 (10)	2 (4)	0	15	9	1	1	7	14 (15)	11	1	1	78	75	54	21	19	2	1	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	39	12	9	3	3	0	0	1	2	1	0	0	4	0	0	1	30	24	16	8	4	4	1	0	0	3	2	0	0	0	1	1	0	0	117	114	92	22	18	4	3	2	0	4	2	0	1	2	5	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
130	AIN40403.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	215 (216)	75 (80)	49 (52)	26 (28)	6 (8)	4 (5)	1	16	11 (12)	1	2	7	13 (14)	13	0	1	78	75	54	21	18	3	1	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	2	5	0	1	1	2	1	0	1	0	0	1	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	14	10	3	7	0	1	0	4	3	0	0	0	0	2	0	0	117	114	88	26	17	9	3	2	0	4	4	0	1	2	7	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
131	AIN40402.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*03 F	320	296	227	69	55	14	9	1	0	16	8	2	1	8	10	13	0	1	78	75	53	22	20	2	1	0	0	4	2	0	0	4	5	6	0	0	36	24	20	4	3	1	0	0	0	2	1	0	0	0	0	1	0	0	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	11	13	4	9	4	1	0	4	1	0	1	1	1	0	0	0	117	114	94	20	18	2	3	0	0	5	2	1	0	3	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
132	AIN40401.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-4*08 F	320	293	216	77	52	25	8	3	0	14	7	2	0	11	13	19	0	0	78	75	58	17	17	0	0	0	0	3	2	0	0	4	2	6	0	0	36	24	16	8	3	5	0	1	0	3	0	0	0	1	2	1	0	0	51	51	41	10	6	4	1	0	0	2	2	1	0	0	4	0	0	0	30	21	12	9	2	7	3	0	0	2	0	0	0	1	1	2	0	0	117	114	83	31	22	9	3	2	0	4	3	1	0	5	3	10	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
133	AIN40400.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-31*08 F	311	290	231	59	56	3	4	0	0	14	5	2	0	10	8	15	0	1	78	75	58	17	17	0	0	0	0	3	3	0	0	4	1	6	0	0	36	30	24	6	6	0	0	0	0	4	0	0	0	1	0	1	0	0	51	51	44	7	6	1	1	0	0	1	1	1	0	0	2	1	0	0	30	21	16	5	3	2	1	0	0	2	0	0	0	0	1	1	0	0	116	113	89	24	24	0	2	0	0	4	1	1	0	5	4	6	0	1																			
134	AIN40399.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	216 (217)	74 (79)	51 (54)	23 (25)	8 (10)	4 (5)	2	16	9 (10)	1	0	9	10 (11)	14	0	1	78	75	53	22	18	4	2	1	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	2	1	0	0	1	0	2	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	88	26	18	8	4	1	1	5	3	0	0	3	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
135	AIN40398.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*03 F	320	296	221	75	54	21	9	2	1	17	7	2	1	8	14	13	0	1	78	75	53	22	19	3	2	0	1	4	1	0	0	4	4	6	0	0	36	24	19	5	3	2	0	0	0	2	1	0	0	0	2	0	0	0	51	51	42	9	8	1	1	0	0	1	2	1	0	0	1	2	0	1	30	24	13	11	5	6	1	1	0	4	2	0	1	1	1	0	0	0	117	114	88	26	17	9	4	1	0	6	1	1	0	3	5	5	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
136	AIN40397.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-61*01 F, or Homsap IGHV4-61*08 F or Homsap IGHV4-61*10 (F)	317 (320)	296 (299)	216 (217)	80 (82)	57 (59)	23	5 (6)	1	1	17	7 (8)	4	1	12	11	19	2	0	78	75	55	20	16	4	0	0	1	3	2	1	0	4	2	7	0	0	36	30	19	11	6	5	0	0	0	5	0	0	1	2	0	2	1	0	51	51	41	10	7	3	0	0	0	2	2	2	0	0	3	1	0	0	30	21	14	7	3	4	2	0	0	2	0	0	0	1	1	1	0	0	117	114	83	31	24	7	3	1	0	5	3	1	0	5	4	8	1	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0 (1)	0	0	0	1	0	0	0	
137	AIN40396.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-3*01 F, or Homsap IGHV1-3*03 F	317 (320)	293 (296)	224 (225)	69 (71)	52 (54)	17	6 (8)	1	1	16	8	1	1	7	9	14	0	5	78	75	55	20	19	1	0	0	0	5	1	0	0	4	3	5	0	2	36	24	16	8	2	6	0	1	0	3	1	0	1	0	0	2	0	0	51	51	44	7	6	1	1	0	0	0	2	1	0	0	0	1	0	2	30	24	19	5	4	1	0	0	0	3	1	0	0	0	1	0	0	0	117	114	86	28	20	8	5	0	1	5	3	0	0	3	4	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
