Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
116	4FQRw_Chain_w,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
117	4FQRv_Chain_v,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
118	4FQRu_Chain_u,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
119	4FQRt_Chain_t,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
120	4FQRs_Chain_s,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
121	4FQRr_Chain_r,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
122	4FQRq_Chain_q,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
123	4FQRp_Chain_p,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
124	4FQRo_Chain_o,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
125	4FQRn_Chain_n,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
126	4FQRm_Chain_m,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
127	4FQRl_Chain_l,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
128	4FQRk_Chain_k,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
129	4FQRj_Chain_j,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
130	4FQRi_Chain_i,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
131	4FQRh_Chain_h,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
132	4FQRg_Chain_g,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
133	4FQRf_Chain_f,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
134	4FQRe_Chain_e,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
135	4FQRd_Chain_d,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
136	4FQRc_Chain_c,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
137	4FQRb_Chain_b,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGKV1-5*01 F	320 (335)	272 (287)	190 (193)	82 (94)	52 (55)	30 (39)	8 (10)	5	1 (3)	22 (28)	11	1	0 (1)	7	5	16	1	5 (6)	78	78	54	24	19	5	2	1	0	6	4	0	0	4	0	7	0	0	36	18	9	9	1	8	1	2	0	2	0	0	0	0	1	1	1	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	1	2	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	75	33	19	14	2	1	1	9	6	0	0	2	3	5	0	4	8 (23)	8 (23)	7 (10)	1 (13)	1 (4)	0 (9)	1 (3)	0	0 (2)	0 (6)	0	0	0 (1)	0	0	0	0	0 (1)	
138	4FQRa_Chain_a,_Broadly_neutralizing_antibody_C05,	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	317 (320)	290 (293)	200 (201)	90 (92)	53 (55)	37	12 (13)	6	4	20	7	2	1	10	9 (10)	16	0	3	78	72	47	25	19	6	3	1	1	6	1	0	0	5	2	6	0	0	36	24	16	8	2	6	0	1	0	2	1	0	1	1	0	0	0	2	51	51	35	16	10	6	1	1	1	2	2	1	0	1	3	4	0	0	30	24	11	13	3	10	2	2	1	6	1	0	0	0	1	0	0	0	117	114	87	27	18	9	6	1	1	4	2	1	0	3	2	6	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
139	6WJ1I_Chain_I,_Fab_54-4H03_light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	211	71 (79)	48 (53)	23 (26)	8	5	1 (2)	25 (26)	8 (9)	0 (2)	1	6 (7)	6	10 (12)	0	1	78	78	55	23	21	2	1	0	0	7	4	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	41	10	7	3	2	1	0	4	0	0	0	0	0	3	0	0	30	9	3	6	0	6	0	1	1	1	1	0	0	1	1	0	0	0	117	108	84	24	18	6	4	2	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	11	4 (12)	0 (5)	4 (7)	0	1	0 (1)	2 (3)	0 (1)	0 (2)	1	0 (1)	0	0 (2)	0	0	
140	6WJ1G_Chain_G,_Fab_54-4H03_heavy_chain	productive	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	311 (320)	296 (305)	219 (223)	77 (82)	62 (65)	15 (17)	6 (9)	0	1 (2)	16 (17)	11	2	1	13	7	18	0	2	78	75	57	18	18	0	1	0	0	2	4	0	0	4	1	6	0	0	36	30	20	10	8	2	0	0	1	4	0	0	0	1	1	2	0	1	51	51	42	9	9	0	1	0	0	0	2	0	0	2	1	2	0	1	30	27	20	7	4	3	0	0	0	2	2	0	1	1	0	1	0	0	116 (117)	113 (114)	80	33 (34)	23 (24)	10	4	0	0	8 (9)	3	2	0	5	4	7	0	0	0 (8)	0 (8)	0 (4)	0 (4)	0 (2)	0 (2)	0 (3)	0	0 (1)	0 (0)	0	0	0	0	0	0	0	0	
141	6WJ1K_Chain_K,_Fab_54-4H03_light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	211	71 (79)	48 (53)	23 (26)	8	5	1 (2)	25 (26)	8 (9)	0 (2)	1	6 (7)	6	10 (12)	0	1	78	78	55	23	21	2	1	0	0	7	4	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	41	10	7	3	2	1	0	4	0	0	0	0	0	3	0	0	30	9	3	6	0	6	0	1	1	1	1	0	0	1	1	0	0	0	117	108	84	24	18	6	4	2	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	11	4 (12)	0 (5)	4 (7)	0	1	0 (1)	2 (3)	0 (1)	0 (2)	1	0 (1)	0	0 (2)	0	0	
142	6WJ1J_Chain_J,_Fab_54-4H03_heavy_chain	productive	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	311 (320)	296 (305)	219 (223)	77 (82)	62 (65)	15 (17)	6 (9)	0	1 (2)	16 (17)	11	2	1	13	7	18	0	2	78	75	57	18	18	0	1	0	0	2	4	0	0	4	1	6	0	0	36	30	20	10	8	2	0	0	1	4	0	0	0	1	1	2	0	1	51	51	42	9	9	0	1	0	0	0	2	0	0	2	1	2	0	1	30	27	20	7	4	3	0	0	0	2	2	0	1	1	0	1	0	0	116 (117)	113 (114)	80	33 (34)	23 (24)	10	4	0	0	8 (9)	3	2	0	5	4	7	0	0	0 (8)	0 (8)	0 (4)	0 (4)	0 (2)	0 (2)	0 (3)	0	0 (1)	0 (0)	0	0	0	0	0	0	0	0	
143	6WJ1L_Chain_L,_Fab_54-4H03_light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	211	71 (79)	48 (53)	23 (26)	8	5	1 (2)	25 (26)	8 (9)	0 (2)	1	6 (7)	6	10 (12)	0	1	78	78	55	23	21	2	1	0	0	7	4	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	41	10	7	3	2	1	0	4	0	0	0	0	0	3	0	0	30	9	3	6	0	6	0	1	1	1	1	0	0	1	1	0	0	0	117	108	84	24	18	6	4	2	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	11	4 (12)	0 (5)	4 (7)	0	1	0 (1)	2 (3)	0 (1)	0 (2)	1	0 (1)	0	0 (2)	0	0	
144	6WJ1H_Chain_H,_Fab_54-4H03_heavy_chain	productive	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	311 (320)	296 (305)	219 (223)	77 (82)	62 (65)	15 (17)	6 (9)	0	1 (2)	16 (17)	11	2	1	13	7	18	0	2	78	75	57	18	18	0	1	0	0	2	4	0	0	4	1	6	0	0	36	30	20	10	8	2	0	0	1	4	0	0	0	1	1	2	0	1	51	51	42	9	9	0	1	0	0	0	2	0	0	2	1	2	0	1	30	27	20	7	4	3	0	0	0	2	2	0	1	1	0	1	0	0	116 (117)	113 (114)	80	33 (34)	23 (24)	10	4	0	0	8 (9)	3	2	0	5	4	7	0	0	0 (8)	0 (8)	0 (4)	0 (4)	0 (2)	0 (2)	0 (3)	0	0 (1)	0 (0)	0	0	0	0	0	0	0	0	
145	6WJ0L_Chain_L,_Fab_54-4H03_light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	211	71 (79)	48 (53)	23 (26)	8	5	1 (2)	25 (26)	8 (9)	0 (2)	1	6 (7)	6	10 (12)	0	1	78	78	55	23	21	2	1	0	0	7	4	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	41	10	7	3	2	1	0	4	0	0	0	0	0	3	0	0	30	9	3	6	0	6	0	1	1	1	1	0	0	1	1	0	0	0	117	108	84	24	18	6	4	2	0	10	3	0	0	1	2	2	0	0	15 (23)	15 (23)	11	4 (12)	0 (5)	4 (7)	0	1	0 (1)	2 (3)	0 (1)	0 (2)	1	0 (1)	0	0 (2)	0	0	
